id,Quarter Cohort,Nationality,Gender,Age Group,Status,Days to Decision,Count
3313,2018 Q3,Eritrea,Female,18 to 25,Claim Rejected,0,1
3314,2018 Q3,Bangladesh,Female,41 to 50,Claim Rejected,20,1
3315,2018 Q3,Sri Lanka,Male,Under 18,Claim Rejected,14,1
3316,2018 Q3,Jamaica,Female,41 to 50,Claim Accepted,7,1
3317,2018 Q3,Nigeria,Male,51 to 60,Claim Rejected,15,1
3318,2018 Q3,Eritrea,Male,18 to 25,Claim Rejected,16,1
3319,2018 Q3,United States,Female,18 to 25,Claim Rejected,6,1
3320,2018 Q3,Nigeria,Male,Under 18,Claim Accepted,46,1
3321,2018 Q3,India,Male,31 to 40,Claim Accepted,33,1
3322,2018 Q3,Nigeria,Female,31 to 40,Claim Accepted,26,1
3323,2018 Q3,India,Male,71 to 80,Claim Rejected,11,1
3324,2018 Q3,Jamaica,Male,41 to 50,Claim Rejected,21,1
3325,2018 Q3,Nigeria,Male,Under 18,Claim Rejected,8,1
3326,2018 Q3,Kenya,Female,41 to 50,Claim Accepted,0,1
3327,2018 Q3,Ghana,Male,Under 18,Claim Accepted,3,1
3328,2018 Q3,Bangladesh,Female,Under 18,Claim Rejected,17,1
3329,2018 Q3,Zimbabwe,Female,31 to 40,Claim Rejected,6,1
3330,2018 Q3,China,Female,Under 18,Claim Accepted,26,1
3331,2018 Q3,Pakistan,Male,Under 18,Claim Accepted,8,1
3332,2018 Q3,Nigeria,Female,Under 18,Claim Rejected,6,1
3333,2018 Q3,Nigeria,Female,31 to 40,Claim Rejected,8,1
3334,2018 Q3,Nigeria,Male,Under 18,Claim Rejected,0,1
3335,2018 Q3,Argentina,Female,31 to 40,Claim Accepted,14,1
3336,2018 Q3,Pakistan,Male,Under 18,Claim Accepted,16,1
3337,2018 Q3,Ghana,Female,Under 18,Claim Rejected,19,1
3338,2018 Q3,British Citizen,Male,Under 18,Claim Rejected,102,1
3339,2018 Q3,China,Female,31 to 40,Claim Rejected,13,1
3340,2018 Q3,Bangladesh,Male,41 to 50,Claim Rejected,17,1
3341,2018 Q3,Nigeria,Female,31 to 40,Claim Rejected,8,1
3342,2018 Q3,Nigeria,Male,Under 18,Claim Accepted,3,1
3343,2018 Q3,Nigeria,Male,41 to 50,Claim Rejected,102,1
3344,2018 Q3,Sierra Leone,Female,31 to 40,Claim Accepted,5,1
3345,2018 Q3,Nigeria,Female,Under 18,Claim Accepted,4,1
3346,2018 Q3,Ghana,Female,41 to 50,Claim Rejected,14,1
3347,2018 Q3,Pakistan,Female,26 to 30,Claim Accepted,46,1
3348,2018 Q3,Nigeria,Female,Under 18,Claim Rejected,5,1
3349,2018 Q3,Pakistan,Female,31 to 40,Claim Accepted,8,1
3350,2018 Q3,Ghana,Female,51 to 60,Claim Rejected,21,1
3351,2018 Q3,Colombia,Female,41 to 50,Claim Rejected,18,1
3352,2018 Q3,Colombia,Female,41 to 50,Claim Rejected,0,1
3353,2018 Q3,Afghanistan,Female,Under 18,Claim Rejected,16,1
3354,2018 Q3,Morocco,Female,26 to 30,Claim Accepted,6,1
3355,2018 Q3,Nigeria,Female,31 to 40,Claim Rejected,21,1
3356,2018 Q3,Nigeria,Female,41 to 50,Claim Rejected,28,1
3357,2018 Q3,Jamaica,Male,18 to 25,Claim Accepted,17,1
3358,2018 Q3,Nigeria,Female,41 to 50,Claim Accepted,16,1
3359,2018 Q3,Tunisia,Female,31 to 40,Claim Accepted,5,1
3360,2018 Q3,Nigeria,Female,31 to 40,Claim Rejected,26,1
3361,2018 Q3,Jamaica,Male,Under 18,Claim Accepted,6,1
3362,2018 Q3,Nigeria,Male,Under 18,Claim Accepted,20,1
3363,2018 Q3,Pakistan,Female,18 to 25,Claim Accepted,1,1
3364,2018 Q3,Nigeria,Female,41 to 50,Claim Rejected,1,1
3365,2018 Q3,Nigeria,Female,31 to 40,Claim Accepted,3,1
3366,2018 Q3,Jamaica,Female,41 to 50,Claim Rejected,15,1
3367,2018 Q3,Nigeria,Female,31 to 40,Claim Accepted,6,1
3368,2018 Q3,Iran,Male,Under 18,Claim Rejected,13,1
3369,2018 Q3,Sri Lanka,Male,Under 18,Claim Accepted,69,1
3370,2018 Q3,Bangladesh,Female,Under 18,Claim Rejected,19,1
3371,2018 Q3,Pakistan,Male,26 to 30,Claim Rejected,18,1
3372,2018 Q3,Sri Lanka,Male,41 to 50,Claim Rejected,14,1
3373,2018 Q3,Zimbabwe,Female,41 to 50,Claim Accepted,19,1
3374,2018 Q3,Zimbabwe,Male,Under 18,Claim Rejected,6,1
3375,2018 Q3,Jamaica,Male,31 to 40,Claim Rejected,20,1
3376,2018 Q3,Nigeria,Male,41 to 50,Claim Rejected,8,1
3377,2018 Q3,Nigeria,Female,31 to 40,Claim Rejected,20,1
3378,2018 Q3,Turkey,Male,31 to 40,Claim Rejected,14,1
3379,2018 Q3,Nigeria,Female,31 to 40,Claim Accepted,3,1
3380,2018 Q3,Tanzania,Male,Under 18,Claim Accepted,4,1
3381,2018 Q3,Iran,Male,41 to 50,Claim Rejected,13,1
3382,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,13,1
3383,2018 Q4,Nigeria,Male,Under 18,Claim Accepted,11,1
3384,2018 Q4,Jamaica,Female,51 to 60,Claim Rejected,21,1
3385,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,31,1
3386,2018 Q4,Ghana,Female,Under 18,Claim Accepted,8,1
3387,2018 Q4,Nigeria,Female,Under 18,Claim Rejected,39,1
3388,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,13,1
3389,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,3,1
3390,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,26,1
3391,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,32,1
3392,2018 Q4,Pakistan,Male,Under 18,Claim Accepted,10,1
3393,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,21,1
3394,2018 Q4,Ghana,Male,Under 18,Claim Accepted,10,1
3395,2018 Q4,Jamaica,Female,31 to 40,Claim Rejected,25,1
3396,2018 Q4,United States,Female,51 to 60,Claim Accepted,3,1
3397,2018 Q4,Guinea,Female,31 to 40,Claim Accepted,9,1
3398,2018 Q4,Guinea,Male,Under 18,Claim Accepted,9,1
3399,2018 Q4,Pakistan,Female,26 to 30,Claim Accepted,66,1
3400,2018 Q4,Ghana,Female,31 to 40,Claim Rejected,43,1
3401,2018 Q4,The Gambia,Female,31 to 40,Claim Accepted,7,1
3402,2018 Q4,Pakistan,Female,31 to 40,Claim Rejected,12,1
3403,2018 Q4,United States,Male,Under 18,Claim Rejected,34,1
3404,2018 Q4,Nigeria,Male,Under 18,Claim Accepted,13,1
3405,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,34,1
3406,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,2,1
3407,2018 Q4,Nigeria,Female,51 to 60,Claim Accepted,35,1
3408,2018 Q4,India,Male,41 to 50,Claim Rejected,0,1
3409,2018 Q4,India,Male,41 to 50,Claim Accepted,10,1
3410,2018 Q4,Jamaica,Female,41 to 50,Claim Rejected,31,1
3411,2018 Q4,Ghana,Female,Under 18,Claim Accepted,8,1
3412,2018 Q4,Jamaica,Female,31 to 40,Claim Rejected,22,1
3413,2018 Q4,British Citizen,Female,Under 18,Claim Accepted,27,1
3414,2018 Q4,Sri Lanka,Female,26 to 30,Claim Rejected,2,1
3415,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,14,1
3416,2018 Q4,Nigeria,Female,18 to 25,Claim Rejected,28,1
3417,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,39,1
3418,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,26,1
3419,2018 Q4,Pakistan,Female,26 to 30,Claim Accepted,45,1
3420,2018 Q4,China,Female,Under 18,Claim Accepted,18,1
3421,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,11,1
3422,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,7,1
3423,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,33,1
3424,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,6,1
3425,2018 Q4,Stateless Person (Article 1 of 1954 Convention),Male,Under 18,Claim Rejected,7,1
3426,2018 Q4,Jamaica,Female,31 to 40,Claim Rejected,17,1
3427,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,14,1
3428,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,14,1
3429,2018 Q4,South Africa,Male,71 to 80,Claim Accepted,12,1
3430,2018 Q4,Pakistan,Female,41 to 50,Claim Rejected,17,1
3431,2018 Q4,United States,Male,Under 18,Claim Accepted,22,1
3432,2018 Q4,Pakistan,Female,41 to 50,Claim Accepted,8,1
3433,2018 Q4,Bangladesh,Female,18 to 25,Claim Rejected,25,1
3434,2018 Q4,Bangladesh,Male,Under 18,Claim Accepted,4,1
3435,2018 Q4,Pakistan,Male,31 to 40,Claim Rejected,20,1
3436,2018 Q4,Jamaica,Female,31 to 40,Claim Rejected,3,1
3437,2018 Q4,Jamaica,Female,41 to 50,Claim Accepted,22,1
3438,2018 Q4,Nepal,Male,41 to 50,Claim Accepted,103,1
3439,2018 Q4,Pakistan,Female,26 to 30,Claim Rejected,22,1
3440,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,7,1
3441,2018 Q4,Malaysia,Female,31 to 40,Claim Accepted,42,1
3442,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,41,1
3443,2018 Q4,Ghana,Female,31 to 40,Claim Rejected,2,1
3444,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,27,1
3445,2018 Q4,Nigeria,Female,26 to 30,Claim Rejected,9,1
3446,2018 Q4,Morocco,Female,41 to 50,Claim Accepted,33,1
3447,2018 Q4,Jamaica,Male,71 to 80,Claim Rejected,34,1
3448,2018 Q4,Bangladesh,Female,61 to 70,Claim Rejected,33,1
3449,2018 Q4,Jamaica,Female,26 to 30,Claim Accepted,27,1
3450,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,6,1
3451,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,20,1
3452,2018 Q4,Ghana,Male,31 to 40,Claim Rejected,20,1
3453,2018 Q4,Pakistan,Male,31 to 40,Claim Rejected,14,1
3454,2018 Q4,Pakistan,Male,Under 18,Claim Accepted,19,1
3455,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,13,1
3456,2018 Q4,Uganda,Female,Under 18,Claim Accepted,50,1
3457,2018 Q4,Jamaica,Female,Under 18,Claim Accepted,10,1
3458,2018 Q4,Ghana,Male,51 to 60,Claim Rejected,33,1
3459,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,6,1
3460,2018 Q4,Ghana,Female,41 to 50,Claim Accepted,8,1
3461,2018 Q4,India,Female,Under 18,Claim Accepted,19,1
3462,2018 Q4,Bangladesh,Male,31 to 40,Claim Accepted,32,1
3463,2018 Q4,Jamaica,Female,31 to 40,Claim Rejected,36,1
3464,2018 Q4,Ivory Coast,Female,Under 18,Claim Rejected,16,1
3465,2018 Q4,Zambia,Female,31 to 40,Claim Accepted,3,1
3466,2018 Q4,Afghanistan,Male,18 to 25,Claim Accepted,39,1
3467,2018 Q4,Ghana,Female,31 to 40,Claim Rejected,18,1
3468,2018 Q4,Iraq,Female,26 to 30,Claim Accepted,39,1
3469,2018 Q4,Nepal,Male,31 to 40,Claim Accepted,12,1
3470,2018 Q4,Nepal,Male,31 to 40,Claim Rejected,17,1
3471,2018 Q4,Bangladesh,Female,31 to 40,Claim Rejected,12,1
3472,2018 Q4,Bangladesh,Male,41 to 50,Claim Accepted,1,1
3473,2018 Q4,Albania,Female,26 to 30,Claim Rejected,33,1
3474,2018 Q4,United States,Female,Over 80,Claim Rejected,24,1
3475,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,16,1
3476,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,23,1
3477,2018 Q4,Jamaica,Female,41 to 50,Claim Accepted,21,1
3478,2018 Q4,Jamaica,Female,26 to 30,Claim Accepted,49,1
3479,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,20,1
3480,2018 Q4,Nigeria,Male,41 to 50,Claim Rejected,16,1
3481,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,26,1
3482,2018 Q4,Nigeria,Male,31 to 40,Claim Accepted,33,1
3483,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,8,1
3484,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,36,1
3485,2018 Q4,Ghana,Female,41 to 50,Claim Rejected,33,1
3486,2018 Q4,Afghanistan,Female,18 to 25,Claim Rejected,20,1
3487,2018 Q4,Jamaica,Female,26 to 30,Claim Rejected,6,1
3488,2018 Q4,Somalia,Female,31 to 40,Claim Accepted,5,1
3489,2018 Q4,Pakistan,Female,Under 18,Claim Rejected,16,1
3490,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,34,1
3491,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,63,1
3492,2018 Q4,Malawi,Male,31 to 40,Claim Accepted,7,1
3493,2018 Q4,Pakistan,Female,31 to 40,Claim Rejected,23,1
3494,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,6,1
3495,2018 Q4,Ghana,Male,Under 18,Claim Rejected,18,1
3496,2018 Q4,Ivory Coast,Female,31 to 40,Claim Accepted,62,1
3497,2018 Q4,The Gambia,Female,41 to 50,Claim Rejected,34,1
3498,2018 Q4,Nigeria,Male,41 to 50,Claim Rejected,0,1
3499,2018 Q4,Guinea,Male,31 to 40,Claim Accepted,9,1
3500,2018 Q4,Bangladesh,Male,Under 18,Claim Rejected,20,1
3501,2018 Q4,Brazil,Male,Under 18,Claim Accepted,5,1
3502,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,31,1
3503,2018 Q4,Nigeria,Male,51 to 60,Claim Accepted,38,1
3504,2018 Q4,British Citizen,Male,Under 18,Claim Accepted,41,1
3505,2018 Q4,Ghana,Male,41 to 50,Claim Rejected,24,1
3506,2018 Q4,Ghana,Female,51 to 60,Claim Accepted,8,1
3507,2018 Q4,Ghana,Female,31 to 40,Claim Rejected,35,1
3508,2018 Q4,Ghana,Female,51 to 60,Claim Accepted,42,1
3509,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,33,1
3510,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,6,1
3511,2018 Q4,Ecuador,Female,41 to 50,Claim Accepted,35,1
3512,2018 Q4,China,Female,Under 18,Claim Rejected,20,1
3513,2018 Q4,China,Male,Under 18,Claim Accepted,3,1
3514,2018 Q4,Albania,Female,26 to 30,Claim Accepted,4,1
3515,2018 Q4,Zimbabwe,Female,41 to 50,Claim Rejected,9,1
3516,2018 Q4,Ghana,Female,Under 18,Claim Accepted,8,1
3517,2018 Q4,Jamaica,Male,51 to 60,Claim Accepted,35,1
3518,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,34,1
3519,2018 Q4,Bangladesh,Male,Under 18,Claim Rejected,29,1
3520,2018 Q4,Pakistan,Male,51 to 60,Claim Rejected,7,1
3521,2018 Q4,Nigeria,Male,Under 18,Claim Accepted,17,1
3522,2018 Q4,Pakistan,Male,41 to 50,Claim Rejected,16,1
3523,2018 Q4,Pakistan,Female,41 to 50,Claim Accepted,14,1
3524,2018 Q4,Ghana,Female,Under 18,Claim Rejected,17,1
3525,2018 Q4,Cameroon,Female,31 to 40,Claim Accepted,27,1
3526,2018 Q4,Jamaica,Female,41 to 50,Claim Rejected,18,1
3527,2018 Q4,Congo Democratic Republic,Female,31 to 40,Claim Accepted,24,1
3528,2018 Q4,Sri Lanka,Female,31 to 40,Claim Rejected,0,1
3529,2018 Q4,Nigeria,Male,31 to 40,Claim Accepted,14,1
3530,2018 Q4,Ivory Coast,Female,26 to 30,Claim Rejected,20,1
3531,2018 Q4,Ivory Coast,Female,26 to 30,Claim Accepted,31,1
3532,2018 Q4,Zimbabwe,Female,31 to 40,Claim Accepted,27,1
3533,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,33,1
3534,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,5,1
3535,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,5,1
3536,2018 Q4,Ghana,Male,Under 18,Claim Accepted,14,1
3537,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,5,1
3538,2018 Q4,The Gambia,Female,41 to 50,Claim Rejected,16,1
3539,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,25,1
3540,2018 Q4,Jamaica,Female,Under 18,Claim Accepted,23,1
3541,2018 Q4,Nigeria,Female,Under 18,Claim Rejected,34,1
3542,2018 Q4,Pakistan,Female,Under 18,Claim Accepted,36,1
3543,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,11,1
3544,2018 Q4,Ghana,Female,Under 18,Claim Rejected,10,1
3545,2018 Q4,South Africa,Female,Under 18,Claim Accepted,33,1
3546,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,22,1
3547,2018 Q4,China,Male,31 to 40,Claim Accepted,3,1
3548,2018 Q4,Pakistan,Male,26 to 30,Claim Accepted,13,1
3549,2018 Q4,Bangladesh,Female,31 to 40,Claim Rejected,29,1
3550,2018 Q4,Jamaica,Male,41 to 50,Claim Accepted,6,1
3551,2018 Q4,Nigeria,Female,Under 18,Claim Rejected,42,1
3552,2018 Q4,Jamaica,Male,18 to 25,Claim Rejected,8,1
3553,2018 Q4,Ecuador,Female,31 to 40,Claim Rejected,16,1
3554,2018 Q4,Nigeria,Female,Under 18,Claim Rejected,14,1
3555,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,13,1
3556,2018 Q4,Jamaica,Male,18 to 25,Claim Rejected,21,1
3557,2018 Q4,Morocco,Male,61 to 70,Claim Accepted,33,1
3558,2018 Q4,Nigeria,Female,Under 18,Claim Rejected,572,1
3559,2018 Q4,Pakistan,Male,41 to 50,Claim Rejected,22,1
3560,2018 Q4,Pakistan,Female,41 to 50,Claim Accepted,24,1
3561,2018 Q4,Bangladesh,Female,Under 18,Claim Rejected,7,1
3562,2018 Q4,Nigeria,Male,41 to 50,Claim Accepted,7,1
3563,2018 Q4,United States,Male,Under 18,Claim Rejected,34,1
3564,2018 Q4,Sri Lanka,Female,Under 18,Claim Accepted,0,1
3565,2018 Q4,Ghana,Male,41 to 50,Claim Accepted,5,1
3566,2018 Q4,Jamaica,Male,51 to 60,Claim Accepted,28,1
3567,2018 Q4,Somalia,Male,31 to 40,Claim Accepted,24,1
3568,2018 Q4,Turkmenistan,Female,31 to 40,Claim Rejected,35,1
3569,2018 Q4,Bangladesh,Female,Under 18,Claim Rejected,7,1
3570,2018 Q4,India,Female,31 to 40,Claim Accepted,45,1
3571,2018 Q4,Jamaica,Female,41 to 50,Claim Rejected,8,1
3572,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,49,1
3573,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,33,1
3574,2018 Q4,United States,Male,31 to 40,Claim Accepted,34,1
3575,2018 Q4,Pakistan,Male,Under 18,Claim Rejected,22,1
3576,2018 Q4,Guinea,Female,Under 18,Claim Accepted,9,1
3577,2018 Q4,Pakistan,Male,Under 18,Claim Accepted,36,1
3578,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,17,1
3579,2018 Q4,Ghana,Male,Under 18,Claim Rejected,22,1
3580,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,15,1
3581,2018 Q4,Zimbabwe,Male,31 to 40,Claim Rejected,20,1
3582,2018 Q4,Bangladesh,Female,Under 18,Claim Rejected,107,1
3583,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,8,1
3584,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,34,1
3585,2018 Q4,Ghana,Male,71 to 80,Claim Accepted,20,1
3586,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,5,1
3587,2018 Q4,India,Female,41 to 50,Claim Rejected,20,1
3588,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,42,1
3589,2018 Q4,India,Female,26 to 30,Claim Accepted,11,1
3590,2018 Q4,India,Female,26 to 30,Claim Rejected,11,1
3591,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,27,1
3592,2018 Q4,Bangladesh,Male,Under 18,Claim Accepted,32,1
3593,2018 Q4,Jamaica,Female,26 to 30,Claim Accepted,37,1
3594,2018 Q4,Ghana,Male,31 to 40,Claim Accepted,24,1
3595,2018 Q4,Nigeria,Female,71 to 80,Claim Rejected,17,1
3596,2018 Q4,Nigeria,Female,51 to 60,Claim Accepted,33,1
3597,2018 Q4,Ghana,Male,41 to 50,Claim Accepted,12,1
3598,2018 Q4,Jamaica,Female,31 to 40,Claim Rejected,7,1
3599,2018 Q4,Nigeria,Male,41 to 50,Claim Rejected,33,1
3600,2018 Q4,Uganda,Male,51 to 60,Claim Rejected,10,1
3601,2018 Q4,Pakistan,Male,31 to 40,Claim Rejected,9,1
3602,2018 Q4,Nigeria,Female,Under 18,Claim Accepted,11,1
3603,2018 Q4,Pakistan,Female,31 to 40,Claim Accepted,14,1
3604,2018 Q4,Ivory Coast,Female,31 to 40,Claim Rejected,21,1
3605,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,13,1
3606,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,31,1
3607,2018 Q4,Iraq,Male,18 to 25,Claim Rejected,16,1
3608,2018 Q4,The Gambia,Female,31 to 40,Claim Rejected,23,1
3609,2018 Q4,Algeria,Female,41 to 50,Claim Accepted,10,1
3610,2018 Q4,Ghana,Female,51 to 60,Claim Accepted,1,1
3611,2018 Q4,Bangladesh,Female,31 to 40,Claim Rejected,8,1
3612,2018 Q4,India,Female,41 to 50,Claim Accepted,20,1
3613,2018 Q4,Iran,Female,31 to 40,Claim Accepted,79,1
3614,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,22,1
3615,2018 Q4,Nigeria,Male,41 to 50,Claim Rejected,14,1
3616,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,35,1
3617,2018 Q4,Algeria,Female,Under 18,Claim Accepted,10,1
3618,2018 Q4,Nigeria,Female,Over 80,Claim Accepted,96,1
3619,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,33,1
3620,2018 Q4,Japan,Female,26 to 30,Claim Accepted,39,1
3621,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,34,1
3622,2018 Q4,Nigeria,Male,26 to 30,Claim Rejected,14,1
3623,2018 Q4,Pakistan,Female,41 to 50,Claim Accepted,13,1
3624,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,44,1
3625,2018 Q4,Pakistan,Female,Under 18,Claim Rejected,7,1
3626,2018 Q4,Ghana,Male,Under 18,Claim Rejected,33,1
3627,2018 Q4,Ghana,Female,31 to 40,Claim Rejected,20,1
3628,2018 Q4,Pakistan,Female,41 to 50,Claim Rejected,16,1
3629,2018 Q4,Bangladesh,Female,31 to 40,Claim Rejected,7,1
3630,2018 Q4,Nigeria,Male,41 to 50,Claim Rejected,14,1
3631,2018 Q4,Brazil,Female,41 to 50,Claim Rejected,21,1
3632,2018 Q4,South Africa,Male,Under 18,Claim Accepted,5,1
3633,2018 Q4,Guyana,Female,61 to 70,Claim Accepted,6,1
3634,2018 Q4,Ghana,Female,41 to 50,Claim Rejected,33,1
3635,2018 Q4,Kyrgyzstan,Female,26 to 30,Claim Rejected,22,1
3636,2018 Q4,Refugee - Article 1 of the 1951 Convention,Male,Under 18,Claim Rejected,20,1
3637,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,36,1
3638,2018 Q4,Guyana,Female,31 to 40,Claim Rejected,21,1
3639,2018 Q4,Afghanistan,Female,18 to 25,Claim Rejected,65,1
3640,2018 Q4,Pakistan,Female,31 to 40,Claim Accepted,10,1
3641,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,8,1
3642,2018 Q4,Nigeria,Male,Under 18,Claim Rejected,28,1
3643,2018 Q4,Pakistan,Male,61 to 70,Claim Rejected,5,1
3644,2018 Q4,Jamaica,Female,18 to 25,Claim Accepted,10,1
3645,2018 Q4,Ghana,Female,41 to 50,Claim Rejected,24,1
3646,2018 Q4,Nigeria,Female,61 to 70,Claim Accepted,17,1
3647,2018 Q4,Bangladesh,Female,41 to 50,Claim Accepted,1,1
3648,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,28,1
3649,2018 Q4,Guinea,Female,31 to 40,Claim Accepted,1,1
3650,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,42,1
3651,2018 Q4,Pakistan,Female,Under 18,Claim Rejected,13,1
3652,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,2,1
3653,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,7,1
3654,2018 Q4,Kenya,Male,Under 18,Claim Accepted,23,1
3655,2018 Q4,India,Female,31 to 40,Claim Rejected,4,1
3656,2018 Q4,Nigeria,Female,41 to 50,Claim Rejected,33,1
3657,2018 Q4,Congo Democratic Republic,Female,26 to 30,Claim Accepted,22,1
3658,2018 Q4,Bangladesh,Male,Under 18,Claim Rejected,16,1
3659,2018 Q4,Morocco,Female,41 to 50,Claim Accepted,11,1
3660,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,6,1
3661,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,29,1
3662,2018 Q4,Bangladesh,Female,31 to 40,Claim Rejected,7,1
3663,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,31,1
3664,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,33,1
3665,2018 Q4,Morocco,Female,Under 18,Claim Accepted,35,1
3666,2018 Q4,Ivory Coast,Female,Under 18,Claim Rejected,21,1
3667,2018 Q4,Pakistan,Female,31 to 40,Claim Rejected,14,1
3668,2018 Q4,Pakistan,Female,31 to 40,Claim Accepted,21,1
3669,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,7,1
3670,2018 Q4,Mozambique,Female,41 to 50,Claim Rejected,16,1
3671,2018 Q4,Ghana,Female,31 to 40,Claim Accepted,12,1
3672,2018 Q4,Jamaica,Female,26 to 30,Claim Accepted,34,1
3673,2018 Q4,Nigeria,Female,31 to 40,Claim Accepted,38,1
3674,2018 Q4,South Africa,Female,41 to 50,Claim Accepted,8,1
3675,2018 Q4,Jamaica,Female,31 to 40,Claim Accepted,9,1
3676,2018 Q4,Pakistan,Male,41 to 50,Claim Accepted,13,1
3677,2018 Q4,Uganda,Male,Under 18,Claim Rejected,5,1
3678,2018 Q4,Bangladesh,Female,31 to 40,Claim Accepted,36,1
3679,2018 Q4,Kenya,Male,31 to 40,Claim Accepted,26,1
3680,2018 Q4,Nigeria,Female,41 to 50,Claim Accepted,22,1
3681,2018 Q4,Jamaica,Female,51 to 60,Claim Accepted,25,1
3682,2018 Q4,Pakistan,Female,31 to 40,Claim Rejected,25,1
3683,2018 Q4,Pakistan,Female,31 to 40,Claim Rejected,15,1
3684,2018 Q4,Nigeria,Female,26 to 30,Claim Rejected,21,1
3685,2018 Q4,Pakistan,Male,31 to 40,Claim Accepted,5,1
3686,2018 Q4,Bangladesh,Female,Under 18,Claim Rejected,9,1
3687,2018 Q4,Grenada,Female,31 to 40,Claim Accepted,24,1
3688,2018 Q4,Nigeria,Female,31 to 40,Claim Rejected,26,1
3689,2018 Q4,Nigeria,Female,Under 18,Claim Rejected,14,1
3690,2018 Q4,Turkey,Male,31 to 40,Claim Rejected,0,1
3691,2018 Q4,Iraq,Female,31 to 40,Claim Accepted,9,1
3692,2018 Q4,Afghanistan,Male,18 to 25,Claim Accepted,15,1
3693,2018 Q4,Bangladesh,Female,Under 18,Claim Rejected,16,1
3694,2018 Q4,Ghana,Male,41 to 50,Claim Rejected,16,1
